PSUWGT,NATWGT,PSU,AOPSVEH,CASEID,CASENO,STRATIF,VERSION,VEHNO,MODELYR,MAKE,MODEL,BODYTYPE,VIN,TOWPAR,TRAVELSP,DRINKDRG,ALCTEST,SPLIMIT,MANEUVER,ACCTYPE,DRPRES,OCUPANTS,OCCFORMS,CURBWGT,TOWHITCH,DOCTRAJ,CONDTREE,ROLLOVER,FOVERIDE,ROVERIDE,ANGTHIS,ANGOTHER,DVBASIS,DVTOTAL,DVLONG,DVLAT,ENERGY,DVCONFID,INSPTYPE,VINLNGTH,VINJSER,VINJURED,DRIVE,VTREAT,OTVEHWGT,OTBDYTYP,VAIS,CARGOWGT
14.7,1174.677,1,0,56F,56,F,2,2,80,1,8,3,A0M435C200,1,U,0,C,35,3,69,1,1,1,28,0,0,0,0,0,0,150,240,1,14,-9,10,341,1,1,13,0,1,1,4,33,4,1,0
14.7,1174.677,1,0,56F,56,F,2,3,87,35,42,4,JN1HT2111H,0,0,0,C,35,1,98,1,2,0,28,0,0,0,0,0,0,57,210,6,U,U,U,U,0,2,17,N,N,2,N,33,4,N,0
42,3356.22,1,0,57G,57,G,2,1,88,12,477,31,1FTCR14T1J,1,U,0,C,40,1,83,1,1,1,30,0,0,0,0,0,0,293,180,1,9,-8,-3,232,2,1,17,0,0,8,0,27,3,0,U
42,3356.22,1,0,57G,57,G,2,2,85,12,3,3,1FABP28M9F,1,U,0,C,40,U,82,1,1,1,27,0,0,0,0,0,0,180,293,1,10,-4,10,29,3,1,17,0,0,1,0,30,31,0,U
1.23,98.2893,1,0,58C,58,C,2,1,88,14,36,3,3MABM1151J,1,U,0,C,45,8,50,1,1,1,22,0,0,0,0,0,0,88,260,6,U,U,U,U,0,1,17,0,1,2,3,U,9,2,0
1.23,98.2893,1,0,58C,58,C,2,2,87,35,U,9,9999999999,1,U,0,C,45,U,51,1,1,1,U,0,0,0,0,0,0,260,88,6,U,U,U,U,0,0,U,1,1,U,3,N,N,3,0
1,79.91,1,0,59B,59,B,2,1,83,37,32,4,1HGSZ5428D,1,U,0,0,35,U,7,1,2,2,22,0,0,0,2,0,0,998,998,5,U,U,U,U,0,1,17,1,2,2,1,998,98,4,U
1,79.91,1,0,60A,60,A,2,1,87,19,3,4,1G6CD518XH,1,85,1,40,55,U,7,1,1,1,34,0,0,0,0,0,0,270,180,1,27,-5,-27,1146,1,1,17,1,1,2,1,30,4,4,0
1,79.91,1,0,60A,60,A,2,2,86,9,11,4,1P3BP36D0G,1,55,0,C,55,12,98,1,3,3,24,0,0,0,0,0,0,185,280,5,U,U,U,U,0,1,17,0,0,2,0,34,4,0,3
1,79.91,1,0,60A,60,A,2,3,89,7,18,4,1B3BC4639K,1,55,0,C,55,2,98,1,1,1,30,0,0,0,0,0,0,180,270,1,29,-28,-5,792,1,1,17,0,1,2,4,34,4,2,2
1,79.91,1,0,61C,61,C,2,1,86,14,13,3,1MEBP5190G,1,0,0,C,45,U,68,1,2,2,22,0,0,0,0,0,0,192,96,6,U,U,U,U,0,1,17,0,1,2,4,40,21,1,0
1,79.91,1,0,61C,61,C,2,2,88,20,474,21,1GCEG25H7J,1,0,0,C,45,1,69,1,1,1,40,0,0,0,0,0,0,96,192,6,U,U,U,U,0,1,17,0,1,8,0,22,3,1,0
4.5,359.595,1,0,62E,62,E,2,1,85,49,477,30,JT4RN60S8F,1,U,0,C,30,3,88,1,1,1,29,0,0,0,0,0,0,280,175,6,U,U,U,U,0,1,17,0,1,8,4,U,29,1,2
4.5,359.595,1,0,62E,62,E,2,2,85,12,U,29,9999999999,0,0,0,C,30,U,89,1,1,0,U,0,0,0,0,0,0,175,280,6,U,U,U,U,0,0,U,N,N,8,N,N,N,N,U
18,1438.38,1,0,63G,63,G,2,1,88,37,32,4,1HGCA5548J,1,U,0,C,30,2,82,1,1,1,27,0,0,0,0,0,0,241,346,6,U,U,U,U,0,2,17,0,0,2,0,41,6,0,0
18,1438.38,1,0,63G,63,G,2,2,87,20,2,6,1G1BL81Y2H,1,U,0,C,30,2,83,1,1,1,41,0,0,0,0,0,0,346,241,6,U,U,U,U,0,1,17,0,0,1,4,27,4,0,2
3,239.73,1,0,64E,64,E,2,1,85,12,U,4,9999999999,1,U,0,C,55,U,89,1,5,5,U,0,0,0,0,0,0,227,340,6,U,U,U,U,0,0,U,0,1,U,4,N,N,1,U
3,239.73,1,0,64E,64,E,2,2,87,20,U,39,9999999999,0,U,0,C,55,U,88,1,2,0,U,0,0,0,0,U,U,340,227,6,U,U,U,U,0,0,U,N,N,8,N,N,N,N,U
4.3,343.613,1,0,65F,65,F,2,1,75,12,473,31,F26YRV6300,1,U,0,C,30,U,44,1,9,9,U,0,0,0,0,0,0,241,221,5,U,U,U,U,0,1,11,0,1,8,0,31,2,1,U
4.3,343.613,1,0,65F,65,F,2,2,83,12,4,2,1FABP463XD,1,U,0,C,30,U,45,1,3,3,31,0,0,0,0,0,0,221,241,5,U,U,U,U,0,1,17,0,1,1,4,U,31,1,U
17,1358.47,1,0,66H,66,H,2,1,83,12,881,61,1FDXR80U7D,0,U,0,C,45,U,24,,,,,,,,,,,,,,,,,,,,17,N,N,8,N,N,N,N,
17,1358.47,1,0,66H,66,H,2,2,83,46,39,4,1AMDM9532D,1,U,0,C,45,1,26,1,2,2,23,0,0,0,0,0,7,5,17,4,U,U,U,U,0,1,17,0,0,2,0,N,61,0,0
1,79.91,1,0,67D,67,D,2,1,79,20,10,2,1Z37J9B500,1,U,0,C,45,1,88,1,1,1,32,0,0,0,0,0,0,147,37,6,U,U,U,U,0,1,13,0,1,1,4,30,4,2,0
1,79.91,1,0,67D,67,D,2,2,88,47,34,4,9999999999,1,U,0,C,45,U,89,1,1,1,30,0,0,0,0,0,0,37,147,6,U,U,U,U,0,1,U,0,1,2,4,32,2,1,U
1,79.91,1,0,68D,68,D,2,1,82,12,13,3,2FABP0123C,1,U,0,C,55,U,1,1,2,2,21,0,0,8,0,0,0,998,998,5,U,U,U,U,0,1,17,0,1,2,4,998,98,1,U
1,79.91,1,0,69D,69,D,2,1,82,37,31,6,JHMWD352XC,1,U,1,D,35,98,7,1,5,5,20,0,0,1,0,0,0,998,998,5,U,U,U,U,0,1,17,1,5,2,3,998,98,3,0
3,239.73,1,0,70E,70,E,2,1,89,49,477,30,JT4RN81R8K,1,0,0,C,55,1,21,1,1,1,U,0,0,0,0,0,1,273,273,5,U,U,U,U,0,1,17,0,1,8,4,24,4,1,U
3,239.73,1,0,70E,70,E,2,2,85,9,11,4,1P3BP26C6F,1,U,0,C,55,1,20,1,1,1,24,0,0,0,0,1,0,273,273,5,U,U,U,U,0,1,17,0,1,2,3,U,30,7,0
12,958.92,1,0,71G,71,G,2,1,87,20,U,9,9999999999,1,U,0,C,30,U,7,1,1,1,U,0,0,0,0,0,0,998,998,6,U,U,U,U,0,0,U,0,0,U,0,N,N,0,U
4.3,343.613,1,0,72F,72,F,2,1,84,7,U,9,9999999999,1,U,0,C,55,U,3,1,1,1,U,0,0,0,0,0,0,998,998,6,U,U,U,U,0,0,U,0,1,U,4,N,N,7,U
3,239.73,1,0,73E,73,E,2,1,87,12,U,9,9999999999,1,U,0,C,40,2,1,1,1,1,U,0,0,1,0,0,0,998,998,5,U,U,U,U,0,0,U,0,1,U,4,N,N,1,0
4.3,343.613,1,0,74F,74,F,2,1,84,12,477,30,1FTBR10C9E,1,U,0,C,40,3,83,1,1,1,U,0,0,0,0,0,0,350,258,6,U,U,U,U,0,1,17,0,1,8,3,U,2,2,0
4.3,343.613,1,0,74F,74,F,2,2,83,7,14,2,1B3BE46C1D,1,U,0,C,40,U,82,1,1,1,U,0,0,0,0,0,0,258,350,6,U,U,U,U,0,0,17,0,1,2,4,N,N,1,U
17,1358.47,1,0,75H,75,H,2,1,88,84,U,50,9999999999,0,U,0,C,35,U,68,,,,,,,,,,,,,,,,,,,,U,N,N,8,N,N,N,N,
17,1358.47,1,0,75H,75,H,2,2,80,21,1,2,3R47AAG400,1,U,0,C,35,8,69,1,1,1,33,0,1,0,0,0,0,262,25,6,U,U,U,U,0,1,13,0,1,1,6,N,50,1,0
12,958.92,1,0,76G,76,G,2,1,84,20,17,4,1G1AW19X7E,1,U,0,C,40,98,13,1,3,3,28,0,0,0,0,0,0,998,998,5,U,U,U,U,0,1,17,0,0,2,0,998,98,0,0
1,79.91,1,0,77C,77,C,2,1,87,20,17,2,1G1AW11R3H,1,U,0,C,45,U,88,1,1,1,27,0,0,0,0,0,0,82,0,6,U,U,U,U,0,1,17,0,1,2,4,24,3,2,U
1,79.91,1,0,77C,77,C,2,2,82,20,16,3,1G1AE77G9C,1,U,0,C,45,U,89,1,1,1,24,0,0,0,0,0,0,0,82,6,U,U,U,U,0,1,17,0,0,2,0,27,2,0,U
3,239.73,1,0,78E,78,E,2,1,85,12,15,2,2FABP19X2F,1,U,0,C,30,U,76,1,3,3,23,0,0,0,0,0,0,U,U,6,U,U,U,U,0,1,17,0,2,2,4,U,39,1,U
3,239.73,1,0,78E,78,E,2,2,85,12,U,39,9999999999,0,U,0,C,30,U,77,1,1,0,U,0,0,0,0,0,0,U,U,6,U,U,U,U,0,0,U,N,N,8,N,N,N,N,U
3,239.73,1,0,79E,79,E,2,1,85,30,40,2,WVWCG0165F,1,U,1,B,40,U,20,1,1,1,23,0,0,0,0,0,0,336,334,5,U,U,U,U,0,1,17,0,1,2,4,30,14,1,U
3,239.73,1,0,79E,79,E,2,2,88,2,405,14,1JCML7820J,1,0,0,C,40,1,21,1,1,1,30,0,0,0,0,0,0,334,336,5,U,U,U,U,0,1,17,0,1,8,4,23,2,1,0
12,958.92,1,0,80G,80,G,2,1,86,48,43,4,JF1AC43B1G,1,U,0,C,30,9,1,1,2,2,22,0,0,0,0,0,0,998,998,6,U,U,U,U,0,1,17,0,0,1,0,998,98,0,0
4.3,343.613,1,0,81F,81,F,2,1,80,20,1,2,1T27KAB400,1,U,0,C,45,11,73,1,1,1,31,0,0,0,0,0,0,62,11,4,U,U,U,U,0,1,13,0,1,1,4,N,68,1,0
4.3,343.613,1,0,81F,81,F,2,2,87,84,U,68,9999999999,0,U,0,C,45,U,72,,,,,,,,,,,,,,,,,,,,U,N,N,8,N,N,N,N,
17,1358.47,1,0,82H,82,H,2,1,81,20,U,9,9999999999,1,U,0,C,55,U,7,1,1,1,U,0,0,0,0,0,0,998,998,6,U,U,U,U,0,0,U,0,0,U,0,N,N,0,U
3,239.73,1,0,83E,83,E,2,1,82,35,42,3,JN1HT14S5C,1,U,0,C,40,U,24,1,1,1,22,0,0,0,0,4,0,291,325,4,U,U,U,U,0,1,17,0,0,2,0,25,6,0,U
3,239.73,1,0,83E,83,E,2,2,87,9,11,6,1P3BP39D2H,1,U,0,C,40,U,27,1,1,1,25,0,0,0,0,0,1,37,196,5,U,U,U,U,0,1,17,0,1,2,4,22,3,2,U
3,239.73,1,0,83E,83,E,2,3,87,84,901,50,9999999999,0,0,0,C,30,U,98,,,,,,,,,,,,,,,,,,,,U,N,N,8,N,N,N,N,
12,958.92,1,0,84G,84,G,2,1,86,20,U,9,9999999999,1,U,0,C,35,U,7,1,1,1,U,0,0,0,0,0,0,998,998,6,U,U,U,U,0,0,U,0,0,U,0,N,N,0,U
4.5,359.595,1,0,86E,86,E,2,1,85,12,470,14,1FMBU14S9F,1,U,0,C,45,1,1,1,1,1,34,0,0,0,U,0,0,997,997,5,U,U,U,U,0,1,17,0,1,8,4,998,98,2,0
18,1438.38,1,0,87G,87,G,2,1,84,20,16,3,1G1AE77P2E,1,U,0,C,45,1,68,1,1,1,24,0,0,0,0,0,0,309,208,6,U,U,U,U,0,1,17,0,1,2,6,U,30,1,0
18,1438.38,1,0,87G,87,G,2,2,86,41,477,30,9999999999,1,U,0,C,45,4,69,1,1,1,U,0,0,0,0,0,0,208,309,6,U,U,U,U,0,0,U,0,1,8,0,N,N,1,0
1.5,119.865,1,0,88D,88,D,2,1,88,18,3,4,1G4CW51C0J,1,U,0,C,55,4,52,1,1,1,33,0,0,0,0,4,0,276,91,5,U,U,U,U,0,1,17,0,1,1,3,39,31,2,0
1.5,119.865,1,0,88D,88,D,2,2,77,12,473,31,F15GEY0500,1,U,1,21,55,4,52,1,1,1,39,0,0,0,1,1,0,91,276,5,U,U,U,U,0,1,11,0,1,8,3,33,4,2,0
4.5,359.595,1,0,89E,89,E,2,1,79,37,31,4,9999999999,1,U,0,C,45,4,50,1,1,1,22,0,0,0,0,0,0,211,37,1,30,-29,-5,652,1,1,U,0,1,2,3,38,4,2,0
4.5,359.595,1,0,89E,89,E,2,2,85,14,6,4,2MEBP95F8F,1,U,0,C,45,U,51,1,2,2,38,0,0,0,0,0,0,37,211,1,18,-18,0,561,1,1,17,0,2,1,4,22,4,1,0
6,479.46,1,0,92E,92,E,2,1,87,20,9,2,1G1FP21FXH,1,U,0,C,35,1,2,1,2,2,32,0,0,3,0,0,0,998,998,5,U,U,U,U,0,1,17,0,1,1,3,998,98,1,1
24,1917.84,1,0,93G,93,G,2,1,87,12,U,6,9999999999,0,U,0,C,40,U,52,1,1,0,U,0,0,0,0,U,U,0,248,6,U,U,U,U,0,0,U,N,N,U,N,N,N,N,U
24,1917.84,1,0,93G,93,G,2,2,88,12,U,4,9999999999,1,U,0,C,0,U,52,1,1,1,U,0,0,0,0,U,U,248,0,6,U,U,U,U,0,0,U,0,0,U,0,N,N,0,U
4.5,359.595,1,0,94E,94,E,2,1,86,12,U,9,9999999999,1,U,0,C,30,U,87,1,5,5,U,0,0,0,0,0,0,24,294,6,U,U,U,U,0,0,U,0,2,U,4,N,N,2,U
4.5,359.595,1,0,94E,94,E,2,2,85,12,U,9,9999999999,1,U,0,C,30,U,86,1,2,2,U,0,0,0,0,0,0,294,24,6,U,U,U,U,0,0,U,0,1,U,4,N,N,1,U
6.45,515.4195,1,0,95F,95,F,2,1,79,21,U,9,9999999999,1,U,0,C,30,U,4,1,1,1,U,0,0,1,0,0,0,998,998,6,U,U,U,U,0,0,U,0,1,U,4,N,N,1,U
1.5,119.865,1,0,96D,96,D,2,1,79,18,15,4,4B69A9T100,1,U,0,C,45,4,98,1,2,2,25,0,0,0,0,0,0,326,212,1,21,-13,-16,1061,1,1,13,0,2,1,3,41,6,2,0
1.5,119.865,1,0,96D,96,D,2,2,86,20,2,6,1G1BN35H5G,1,U,0,C,45,4,98,1,1,1,41,0,0,0,0,0,0,212,326,1,14,-14,-2,257,1,1,17,0,1,1,3,25,4,1,1
18,1438.38,1,0,97G,97,G,2,1,86,20,U,4,9999999999,1,U,0,C,45,U,7,1,2,2,U,0,0,2,0,0,0,998,998,6,U,U,U,U,0,0,U,0,0,U,0,N,N,0,U
16.3,399.676,2,,1F,1,F,2,1,83,21,17,4,1G3AJ19RXD,1,U,0,C,30,U,78,1,1,1,28,0,0,0,0,0,0,90,180,3,8,-4,7,42,1,1,17,0,0,2,4,U,4,0,U
16.3,399.676,2,,1F,1,F,2,2,89,21,2,4,9999999999,0,U,0,C,30,U,79,1,2,0,U,0,0,0,0,0,0,180,90,3,6,-6,-3,108,1,0,U,N,N,1,N,N,N,N,U
55,1348.6,2,,3H,3,H,2,1,84,35,477,30,JN6ND06YXE,1,U,0,C,55,U,2,1,1,1,30,0,0,0,3,0,0,997,997,5,U,U,U,U,0,1,17,0,0,8,0,998,98,0,5
2.31,56.6412,2,,4D,4,D,2,1,79,20,474,21,CGL2597100,1,U,0,C,55,1,1,1,1,1,39,0,1,1,0,0,0,998,998,5,U,U,U,U,0,1,13,0,1,8,4,998,98,2,U
16.3,399.676,2,,5F,5,F,2,1,81,35,35,3,JN1PN85S8B,1,U,0,C,35,U,89,1,3,3,20,0,0,0,0,0,0,90,180,1,13,0,13,233,1,1,17,0,2,2,4,29,4,1,0
16.3,399.676,2,,5F,5,F,2,2,89,12,17,4,1FABP52UXK,1,U,0,C,35,U,88,1,1,1,29,0,0,0,0,0,0,180,90,1,11,-11,0,80,1,1,17,0,0,2,0,20,3,0,0
16.3,399.676,2,,6F,6,F,2,1,77,21,15,2,3B27U7W100,1,U,1,13,55,U,14,1,1,1,35,0,1,2,0,0,0,998,998,5,U,U,U,U,0,2,13,0,1,1,0,998,98,1,0
2.6775,65.6523,2,,7C,7,C,2,1,88,9,11,4,1P3BP46K1J,1,U,0,C,55,1,1,1,1,1,24,0,1,2,0,0,0,998,998,5,U,U,U,U,0,1,17,1,1,2,3,998,98,3,0
4.0425,99.1221,2,0,8D,8,D,2,1,84,41,477,30,JM2UC1215E,1,U,0,C,55,U,98,1,2,2,24,0,0,0,4,0,0,997,997,5,U,U,U,U,0,1,17,1,2,8,3,998,98,3,0
4.0425,99.1221,2,0,8D,8,D,2,2,85,7,34,4,9999999999,0,U,0,C,55,U,98,1,1,0,U,0,0,0,0,U,0,U,U,5,U,U,U,U,0,0,U,N,N,2,N,N,N,N,U
28.525,699.433,2,0,9F,9,F,2,1,84,35,U,9,9999999999,U,U,U,U,55,U,98,1,2,0,U,0,0,0,0,0,0,U,U,6,U,U,U,U,0,0,U,N,N,U,N,N,N,N,U
28.525,699.433,2,0,9F,9,F,2,2,86,13,2,4,1LNBP96F8G,0,0,0,C,55,1,98,1,6,0,37,0,0,0,0,0,0,U,U,6,U,U,U,U,0,0,17,N,N,1,N,N,N,N,U
28.525,699.433,2,0,9F,9,F,2,3,83,21,2,4,1G3AN69Y4D,1,U,0,C,55,3,98,1,6,6,37,0,0,0,0,0,0,U,U,6,U,U,U,U,0,2,17,0,3,1,4,U,9,1,0
96.25,2360.05,2,,10H,10,H,2,1,83,37,32,3,9999999999,1,U,0,C,55,1,3,1,1,1,U,0,0,2,0,0,0,998,998,4,U,U,U,U,0,0,U,0,0,2,0,N,N,0,0
2.31,56.6412,2,,11D,11,D,2,1,81,12,13,3,1FABP0521B,1,U,0,C,55,9,50,1,1,1,20,0,0,0,0,0,0,176,5,1,21,-21,-2,289,1,1,17,0,1,2,4,18,3,1,0
2.31,56.6412,2,,11D,11,D,2,2,80,12,32,3,GCFBAC5200,1,U,0,C,55,98,51,1,1,1,18,0,0,0,0,0,0,5,176,1,23,-23,4,412,1,1,12,0,1,2,4,20,3,1,0
12.8,313.856,2,,12E,12,E,2,1,87,35,472,20,9999999999,1,U,0,C,55,U,48,1,2,2,U,0,0,0,U,0,0,997,997,4,U,U,U,U,0,0,U,0,1,8,4,N,N,1,U
12.8,313.856,2,,12E,12,E,2,2,87,86,U,65,9999999999,0,U,0,C,55,U,48,,,,,,,,,,,,,,,,,,,,U,N,N,8,N,N,N,N,
2.31,56.6412,2,,13D,13,D,2,1,82,20,9,3,1G1AP8710C,1,U,1,D,35,1,6,1,2,2,30,0,0,1,0,0,0,998,998,1,19,-19,0,425,1,1,17,0,2,1,4,998,98,2,0
2.31,56.6412,2,,14D,14,D,2,1,81,37,31,3,JHMSL5323B,1,U,1,16,35,U,6,1,1,1,18,0,1,1,0,0,0,998,998,1,24,-24,0,388,1,1,17,0,1,2,3,998,98,2,0
12.8,313.856,2,,15E,15,E,2,1,87,48,31,6,JF2AN53B5H,1,U,0,C,55,U,7,1,3,3,26,0,0,0,0,0,0,998,998,5,U,U,U,U,0,0,17,0,1,U,U,N,N,7,U
1.53,37.5156,2,,16C,16,C,2,1,89,20,17,4,3G1AW51R3K,1,U,0,C,55,1,1,1,1,1,28,0,0,0,3,0,0,998,998,5,U,U,U,U,0,2,17,0,1,2,3,998,98,2,0
1.53,37.5156,2,,17C,17,C,2,1,88,49,38,2,JT2EL31D1J,1,U,0,C,55,U,7,1,2,2,20,0,0,0,4,0,0,997,997,5,U,U,U,U,0,1,17,0,2,2,4,998,98,2,0
1.53,37.5156,2,,18C,18,C,2,1,87,2,402,13,2BCCV8149H,1,U,0,C,55,U,98,1,2,2,30,0,0,0,4,0,0,997,997,5,U,U,U,U,0,1,17,0,1,U,4,998,98,1,5
2.31,56.6412,2,,19D,19,D,2,1,81,7,443,30,JB7FP2459B,1,U,1,B,30,1,11,1,1,1,25,0,0,0,0,0,0,170,170,6,U,U,U,U,0,1,17,0,1,8,4,998,98,2,0
16.3,399.676,2,,20F,20,F,2,1,82,20,13,4,9999999999,1,U,0,C,30,U,50,1,2,2,U,0,0,0,0,U,U,0,180,6,U,U,U,U,0,0,U,0,0,1,4,N,N,0,U
16.3,399.676,2,,20F,20,F,2,2,76,20,2,4,1L69V61100,1,U,0,C,30,U,51,1,1,1,44,0,0,0,0,0,0,180,0,6,U,U,U,U,0,1,13,0,0,1,0,U,4,0,0
39,956.28,2,,21G,21,G,2,1,85,18,7,4,1G4AH19EXF,1,U,0,C,55,3,20,1,3,3,28,0,0,0,0,4,0,285,285,1,20,-20,0,270,1,2,17,0,1,2,0,31,6,1,0
39,956.28,2,,21G,21,G,2,2,84,21,17,6,1G3AJ35T1E,1,0,0,C,55,1,22,1,1,1,31,0,0,0,0,0,1,285,285,1,18,18,0,476,1,1,17,0,0,2,0,28,4,0,0
2.31,56.6412,2,,22D,22,D,2,1,84,20,9,3,1G1AN87H2E,1,U,0,C,55,U,7,1,3,3,30,0,0,1,0,0,0,998,998,6,U,U,U,U,0,1,17,0,3,1,4,998,98,1,0
12.8,313.856,2,,23E,23,E,2,1,88,20,9,3,1G1FP21F2J,1,U,0,C,55,U,66,1,1,1,32,0,0,0,0,0,0,270,180,6,U,U,U,U,0,1,17,0,1,1,4,33,4,1,0
12.8,313.856,2,,23E,23,E,2,2,85,19,3,4,1G6CB6987F,1,U,0,C,55,U,66,1,1,1,33,0,0,0,0,0,0,180,270,6,U,U,U,U,0,1,17,0,1,2,4,32,3,1,0
55,1348.6,2,0,24H,24,H,2,1,81,20,U,4,9999999999,1,U,U,U,55,U,U,1,U,1,U,0,0,0,0,0,0,U,U,4,U,U,U,U,0,0,U,0,0,U,U,N,N,U,U
1.53,37.5156,2,0,25C,25,C,2,1,81,2,402,13,1JCCM87E9B,1,U,0,C,55,3,64,1,3,3,U,0,0,0,1,0,0,180,39,4,U,U,U,U,0,1,17,0,2,U,4,19,3,2,0
1.53,37.5156,2,0,25C,25,C,2,2,87,49,38,3,JT2EL31G8H,1,U,0,C,55,9,65,1,1,1,19,0,0,0,0,0,0,39,180,4,U,U,U,U,0,1,17,0,1,2,3,U,13,2,0
12.8,313.856,2,0,26E,26,E,2,1,89,7,U,4,9999999999,1,U,0,C,55,U,9,1,2,2,U,0,0,0,U,0,0,997,997,4,U,U,U,U,0,0,U,0,1,U,4,N,N,1,U
1.53,37.5156,2,,27C,27,C,2,1,86,48,31,4,JF1AC43B6G,1,U,1,15,45,7,2,1,2,2,22,0,1,1,0,0,0,998,998,6,U,U,U,U,0,1,17,1,2,U,3,998,98,3,0
16.3,399.676,2,,28F,28,F,2,1,83,37,32,4,9999999999,1,U,0,C,55,U,6,1,2,2,U,0,0,0,U,0,0,997,997,5,U,U,U,U,0,0,U,0,1,2,4,N,N,1,U
11.76,288.3552,2,,29D,29,D,2,1,79,20,13,5,1B68E9Y300,1,U,0,C,55,U,2,1,3,3,21,0,1,1,0,0,0,998,998,6,U,U,U,U,0,1,13,1,3,1,3,998,98,3,0
4.15,101.758,2,,30C,30,C,2,1,88,12,3,1,1FABP45E5J,1,U,0,C,55,U,80,1,1,1,30,0,0,0,0,U,0,45,260,6,U,U,U,U,0,2,17,0,1,1,U,U,30,7,U
4.15,101.758,2,,30C,30,C,2,2,86,41,477,30,9999999999,1,U,0,C,55,U,81,1,1,1,U,0,0,0,0,U,0,260,45,6,U,U,U,U,0,0,U,0,1,8,4,N,N,1,U
92.4,2265.648,2,0,31F,31,F,2,1,79,12,3,3,9F03Y13100,1,U,0,C,35,U,72,1,1,1,25,0,0,0,0,0,0,330,0,4,U,U,U,U,0,1,11,0,1,1,4,U,4,1,0
92.4,2265.648,2,0,31F,31,F,2,2,75,21,U,4,9999999999,0,U,0,C,U,U,73,1,1,0,U,0,0,0,0,0,0,0,330,4,U,U,U,U,0,0,U,N,N,U,N,N,N,N,U
5.88,144.1776,2,,32D,32,D,2,1,84,20,15,2,9999999999,1,U,0,C,55,6,1,1,3,3,25,0,0,0,U,0,0,997,997,5,U,U,U,U,0,0,U,0,1,2,3,N,N,2,0
32.5,796.9,2,0,33E,33,E,2,1,70,20,U,39,9999999999,1,U,0,C,35,U,64,1,1,1,U,0,0,0,0,0,0,180,0,6,U,U,U,U,0,0,U,0,0,8,0,N,N,0,U
32.5,796.9,2,0,33E,33,E,2,2,88,7,U,4,9999999999,1,U,0,C,35,U,65,1,1,1,U,0,0,0,0,0,0,0,180,6,U,U,U,U,0,0,U,0,1,U,4,N,N,1,U
127,3114.04,2,,34G,34,G,2,1,86,55,32,4,KMHLF21J7G,1,U,0,C,35,6,8,1,1,1,21,0,0,0,3,0,0,997,997,5,U,U,U,U,0,1,17,0,0,2,0,998,98,0,0
98,2402.96,2,,35G,35,G,2,1,85,49,32,2,JT2AE88S6F,1,U,0,C,55,U,7,1,2,2,21,0,0,0,0,0,0,998,998,5,U,U,U,U,0,1,17,0,0,1,0,998,98,0,0
3.6,88.272,2,,36C,36,C,2,1,86,20,16,4,1G1JD69PXG,1,U,1,28,55,4,14,1,1,1,24,0,1,0,0,0,0,998,998,6,U,U,U,U,0,2,17,0,1,2,4,998,98,1,0
5.88,144.1776,2,,37D,37,D,2,1,82,35,42,3,JN1HT14S9C,1,U,1,15,35,U,10,1,5,5,22,0,0,0,3,0,0,997,997,5,U,U,U,U,0,1,17,1,3,2,3,998,98,3,0
1.86,45.6072,2,0,38B,38,B,2,1,78,37,31,3,SBC610130,1,U,0,D,55,U,50,1,1,1,17,0,1,0,0,1,0,350,170,4,U,U,U,U,0,1,9,1,1,2,1,N,62,3,0
1.86,45.6072,2,0,38B,38,B,2,2,72,82,U,62,9999999999,1,20,0,C,55,U,51,,,,,,,,,,,,,,,,,,,,U,N,N,8,N,N,N,N,
3.6,88.272,2,0,39C,39,C,2,1,87,30,42,5,1VWFA0173H,1,U,0,C,55,1,1,1,3,3,24,0,0,0,0,0,0,998,998,5,U,U,U,U,0,1,17,1,3,2,3,998,98,3,0
35.9,880.268,2,0,40F,40,F,2,1,85,7,15,3,1B3BA64EXF,1,U,1,14,40,1,20,1,2,2,26,0,0,0,0,4,0,0,0,1,24,-24,0,310,1,1,17,0,1,2,0,30,3,7,0
35.9,880.268,2,0,40F,40,F,2,2,82,20,9,3,1G1AP8711C,1,0,0,C,40,1,21,1,2,2,30,0,0,0,0,0,4,0,0,1,21,21,0,712,1,1,17,0,2,1,4,26,3,2,0
35.9,880.268,2,0,40F,40,F,2,3,83,14,12,2,1MEBP87X3D,0,U,0,C,40,1,98,1,2,0,28,0,0,0,0,0,0,0,0,5,U,U,U,U,0,1,17,N,N,1,N,30,3,N,0
3.6,88.272,2,0,41C,41,C,2,1,89,38,470,13,9999999999,1,U,0,C,55,1,7,1,4,4,U,0,0,0,U,0,0,997,997,5,U,U,U,U,0,0,U,0,4,U,3,N,N,1,0
27.1,664.492,2,0,42E,42,E,2,1,88,23,473,40,1GDHV34K5J,0,U,0,C,30,1,98,1,1,0,U,0,0,0,0,0,0,0,180,4,U,U,U,U,0,2,17,N,N,8,N,U,4,N,10
27.1,664.492,2,0,42E,42,E,2,2,88,37,U,4,9999999999,1,U,0,C,30,1,98,1,1,1,U,0,0,0,0,0,0,180,0,4,U,U,U,U,0,0,U,0,1,U,4,N,N,2,0
5.88,144.1776,2,0,43D,43,D,2,1,81,20,15,5,1G1AX68X4B,1,U,0,C,55,1,3,1,2,2,26,0,0,1,0,0,0,998,998,1,28,-28,0,723,1,2,17,1,2,2,3,998,98,3,0
35.9,880.268,2,0,44F,44,F,2,1,77,12,U,39,9999999999,1,U,1,18,55,U,24,1,1,1,U,0,0,0,0,U,0,0,350,5,U,U,U,U,0,0,U,0,0,8,0,N,N,0,U
