CASEID,CASENO,FAILLF,FAILLR,FAILRF,FAILRR,FAILTG,GLIMPBL,GLIMPLF,GLIMPLR,GLIMPOTH,GLIMPRF,GLIMPRR,GLIMPRUF,GLIMPWS,GLOCCBL,GLOCCLF,GLOCCLR,GLOCCOTH,GLOCCRF,GLOCCRR,GLOCCRUF,GLOCCWS,GLPREBL,GLPRELF,GLPRELR,GLPREOTH,GLPRERF,GLPRERR,GLPRERUF,GLPREWS,GLTYPBL,GLTYPLF,GLTYPLR,GLTYPOTH,GLTYPRF,GLTYPRR,GLTYPRUF,GLTYPWS,OPENLF,OPENLR,OPENRF,OPENRR,OPENTG,PASINTEG,PSU,STRATIF,VEHNO,VERSION,ADAPTEQ,BOLSTDEF,COLUMTYP,GLOVOPEN,CDRIR1,INLOC1,INCOMP1,INMAG1,CDRIR2,INLOC2,INCOMP2,INMAG2,CDRIR3,INLOC3,INCOMP3,INMAG3,CDRIR4,INLOC4,INCOMP4,INMAG4,CDRIR5,INLOC5,INCOMP5,INMAG5,CDRIR6,INLOC6,INCOMP6,INMAG6,CDRIR7,INLOC7,INCOMP7,INMAG7,CDRIR8,INLOC8,INCOMP8,INMAG8,CDRIR9,INLOC9,INCOMP9,INMAG9,CDRIR10,INLOC10,INCOMP10,INMAG10,ODOMETER,PANELDAM,RATWGT,RDEFLOC,RIMDEF,COLMTELE,COLMTILT,BOLSTYPE
180H,180,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,3,1,2,1,4,4,4,0,4,4,4,1,1,0,1,0,1,0,76,H,1,8,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183,0,474.41158804,0,0,0,0,0
181K,181,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,2,1,0,2,1,0,1,2,2,2,0,2,2,0,1,1,0,1,0,1,0,76,K,1,8,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,0,125.42328434,0,0,0,0,2
185K,185,0,0,0,0,0,1,1,1,0,1,1,0,2,1,1,1,0,1,1,0,3,1,2,1,0,2,1,0,1,2,2,2,0,2,2,0,1,1,0,1,0,0,0,76,K,1,8,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247,1,125.42328434,5,5,0,3,0
186H,186,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,2,2,1,2,3,0,1,2,2,2,2,2,2,0,1,1,1,1,3,0,0,76,H,1,8,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,0,5498.8615886,0,0,0,1,0
186H,186,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,2,2,1,1,1,6,0,6,2,2,6,3,1,3,0,1,0,0,0,76,H,2,8,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255,0,5498.8615886,0,0,0,0,0
187B,187,0,0,0,0,0,1,6,1,0,1,1,0,4,1,1,1,0,1,1,0,2,1,4,2,0,4,2,0,1,2,2,2,0,2,2,0,1,3,0,3,0,1,12,76,B,1,8,0,0,1,2,2,12,5,4,2,12,18,4,2,12,32,3,2,11,27,3,2,11,1,3,2,11,5,3,2,11,2,3,2,11,32,2,2,12,3,2,2,13,5,2,212,1,150.45617403,9,9,0,0,0
188H,188,0,0,0,0,0,1,6,6,6,6,6,6,3,1,1,1,1,1,1,1,3,1,2,1,1,2,1,1,1,2,2,2,4,2,2,2,1,3,0,3,3,1,98,76,H,1,8,0,0,2,0,3,13,11,4,3,13,6,3,1,23,11,3,3,31,12,2,1,31,18,1,1,13,13,1,3,21,12,1,3,11,11,1,1,12,13,1,1,11,16,1,166,0,129.38497856,U,U,0,3,0
190H,190,0,0,0,0,0,1,1,1,0,1,6,0,2,1,1,1,0,1,1,0,1,1,2,2,0,2,2,0,1,2,2,2,0,2,2,0,1,1,0,1,0,1,6,76,H,1,8,0,0,2,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299,0,129.38497856,0,0,0,3,0
191D,191,0,0,0,0,0,1,1,1,0,1,1,0,2,1,1,1,0,1,1,0,3,1,2,2,0,2,2,0,1,4,4,4,0,4,4,0,1,1,1,1,1,0,0,76,D,1,8,0,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,0,125.42328434,0,0,0,3,2
191D,191,0,0,0,0,0,1,1,1,0,1,1,1,2,1,1,1,0,1,1,1,1,1,2,1,0,2,1,2,1,2,2,2,0,2,2,3,1,1,0,1,0,1,0,76,D,3,8,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208,0,125.42328434,0,0,0,3,0
192D,192,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,2,0,0,2,0,0,1,2,2,0,0,2,0,0,1,1,0,1,0,0,0,76,D,1,8,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,0,125.42328434,0,0,0,0,0
192D,192,0,0,0,0,0,6,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,2,0,0,2,0,0,1,4,4,0,0,4,0,0,1,1,0,3,0,0,7,76,D,2,8,0,0,1,1,2,13,27,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313,0,125.42328434,0,0,0,0,0
193H,193,0,0,0,0,0,1,1,0,0,1,0,0,2,1,1,0,0,1,0,0,1,1,2,0,0,2,0,0,1,4,4,0,0,4,0,0,1,3,0,1,0,0,0,76,H,2,8,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283,0,841.00236061,0,0,0,0,0
194H,194,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,2,1,1,2,1,0,1,3,2,3,2,2,3,0,1,1,0,1,1,1,0,76,H,1,8,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,0,841.00236061,0,0,0,3,0
194H,194,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,2,2,2,2,2,0,1,4,4,4,4,4,4,0,1,1,1,1,1,0,0,76,H,2,8,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231,0,841.00236061,0,0,0,3,0
194H,194,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,2,2,1,0,2,1,0,1,6,2,6,0,2,6,0,1,1,0,1,0,1,0,76,H,3,8,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196,0,841.00236061,0,0,0,0,0
195K,195,0,0,0,0,0,1,6,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,2,2,0,3,2,0,1,2,2,2,0,2,2,0,1,1,0,3,3,1,6,76,K,1,8,0,0,1,0,3,23,11,1,3,13,7,1,3,13,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,0,125.42328434,0,0,0,0,0
195K,195,0,0,0,0,0,1,1,1,0,1,1,0,2,1,1,1,0,1,1,0,3,1,4,2,0,4,2,0,1,2,2,2,0,2,2,0,1,3,0,3,0,1,0,76,K,2,8,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,1,125.42328434,5,3,0,0,0
196D,196,0,0,0,0,0,6,6,1,0,1,1,0,2,1,1,1,0,1,1,0,1,2,2,2,0,2,2,0,1,2,2,2,0,2,2,0,1,3,0,1,0,0,11,76,D,1,8,0,0,1,1,3,11,13,2,3,11,11,1,3,11,14,1,3,11,17,1,3,11,7,1,,,,,,,,,,,,,,,,,,,,,98,0,393.82911282,0,0,0,0,0
197K,197,0,0,0,0,0,1,1,1,6,6,6,0,2,1,1,1,1,1,1,0,3,1,2,1,2,2,1,0,1,2,2,2,2,2,2,0,1,3,0,3,0,0,11,76,K,1,8,0,0,2,2,3,13,7,4,3,13,8,4,2,11,30,4,2,13,4,4,3,13,17,3,2,13,5,3,3,13,11,3,1,13,16,2,1,13,13,2,1,13,14,2,96,1,259.62619858,6,10,0,U,0
"  2D",2,0,0,0,0,0,1,1,1,0,6,6,0,2,1,1,1,0,1,1,0,1,1,2,1,0,2,1,0,1,2,2,2,0,2,2,0,1,1,0,3,0,0,6,78,D,1,8,0,0,1,2,3,13,11,4,3,23,12,4,3,23,7,4,3,13,10,3,3,13,5,1,2,13,4,1,3,13,6,1,3,23,14,1,3,13,14,1,3,23,8,1,298,0,51.967615678,0,0,0,0,0
"  2D",2,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,4,2,0,3,2,0,1,2,2,2,0,2,2,0,1,1,0,1,0,0,0,78,D,2,8,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,0,51.967615678,5,1,0,2,0
"  3E",3,0,0,0,0,0,1,1,1,0,1,1,0,2,1,1,1,0,1,1,0,1,1,2,2,0,2,2,0,1,2,2,2,0,2,2,0,1,1,0,3,0,0,0,78,E,1,8,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,0,129.39095879,7,2,0,5,0
"  4G",4,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,2,2,1,2,2,0,1,3,3,3,3,3,3,0,1,1,1,1,1,0,0,78,G,1,8,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,0,316.9040361,0,0,0,4,0
"  4G",4,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,3,1,2,2,0,2,2,0,1,4,4,4,0,4,4,0,1,1,0,1,0,0,0,78,G,2,8,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,1,316.9040361,0,0,0,0,0
"  5F",5,0,0,0,0,0,6,6,6,0,6,6,0,2,1,1,1,0,1,1,0,1,1,2,1,0,2,1,0,1,2,2,2,0,2,2,0,1,3,0,3,0,0,98,78,F,1,8,0,0,2,1,1,13,19,4,1,13,14,4,1,13,7,4,1,13,13,3,1,12,16,3,1,12,19,3,1,13,6,3,1,13,16,3,1,12,13,2,1,11,13,1,145,1,60.831758088,0,0,0,3,0
"  6G",6,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,2,2,0,2,2,0,0,1,2,2,0,2,2,0,0,1,1,0,1,0,0,0,78,G,1,8,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253,0,93.207069441,0,0,0,0,0
"  6G",6,0,0,0,0,0,U,U,U,U,U,U,0,U,U,U,U,U,U,U,0,U,1,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,U,0,U,U,U,U,78,G,2,8,0,1,2,0,U,U,U,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,0,93.207069441,0,0,0,1,2
"  7H",7,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,1,1,1,1,0,0,78,H,1,8,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,0,134.02273899,0,0,0,0,1
"  9F",9,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,4,2,0,4,2,0,1,2,2,2,0,2,2,0,1,1,0,1,0,0,0,78,F,1,8,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312,0,63.366414675,0,0,0,0,0
" 10G",10,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,1,3,3,3,3,3,3,3,1,1,1,1,1,1,0,78,G,1,8,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,0,116.5088368,0,0,0,2,0
" 13E",13,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,1,1,1,1,0,0,78,E,1,8,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,0,127.48815057,0,0,0,0,0
" 14F",14,0,0,0,0,0,6,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,1,0,1,0,0,11,78,F,2,8,0,0,1,0,3,21,12,1,2,21,20,1,2,22,20,1,2,23,20,1,,,,,,,,,,,,,,,,,,,,,,,,,267,0,169.82199133,0,0,0,0,0
" 15F",15,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,3,2,0,2,2,0,0,1,2,2,0,2,2,0,0,1,1,0,1,0,0,0,78,F,2,8,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284,0,169.82199133,0,0,0,0,0
" 16G",16,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,2,1,0,2,1,0,1,4,4,4,0,4,4,0,1,1,0,1,0,0,0,78,G,1,8,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,0,312.24368263,0,0,0,2,0
" 17B",17,0,0,0,0,0,6,6,6,0,6,6,0,4,1,1,1,0,1,1,0,1,1,2,1,0,2,1,0,1,2,2,2,0,2,2,0,1,1,0,3,0,1,98,78,B,1,8,0,0,1,2,1,11,13,3,1,13,6,3,1,11,16,2,1,13,16,2,1,13,14,2,1,11,6,2,1,11,14,2,1,13,13,1,1,23,7,1,1,21,7,1,189,0,62.339689712,0,0,0,0,0
" 18B",18,0,0,0,0,0,6,6,6,1,1,1,0,2,1,1,1,1,1,1,0,1,1,2,2,1,2,2,0,1,4,2,4,4,2,4,0,1,1,3,1,1,1,11,78,B,1,8,0,0,1,1,1,11,16,2,1,11,6,2,1,11,13,2,1,11,14,1,1,21,14,1,1,98,9,1,1,98,13,1,,,,,,,,,,,,,88,0,62.339689712,0,0,0,0,0
" 19J",19,0,0,0,0,0,1,6,1,6,6,1,0,2,1,1,1,1,1,1,0,2,1,4,3,1,2,2,0,1,2,2,2,2,2,2,0,1,1,1,3,3,0,13,78,J,1,8,0,0,2,2,2,13,15,4,2,12,15,4,2,13,4,2,2,13,6,2,3,13,11,2,2,13,5,2,2,12,3,2,2,11,15,2,2,13,16,1,2,12,16,1,25,1,51.710936215,4,4,0,2,0
" 19J",19,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,3,2,0,2,2,0,0,1,2,2,0,2,2,0,0,1,1,0,1,0,0,0,78,J,2,8,0,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,1,51.710936215,5,12,0,4,2
" 20H",20,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,2,1,0,2,1,0,1,4,2,4,0,2,4,0,1,1,0,1,0,0,0,78,H,1,8,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,0,1367.0319377,0,0,0,0,0
" 22K",22,0,0,0,0,0,1,6,6,0,1,1,0,2,1,1,1,0,1,1,0,1,1,2,2,0,2,2,0,1,4,4,4,0,4,4,0,1,3,0,3,0,0,6,78,K,1,8,0,0,1,2,2,11,5,5,2,11,1,3,2,21,21,3,2,23,21,3,1,11,18,3,2,11,2,3,1,12,18,2,2,11,6,1,2,13,4,1,,,,,88,1,51.967615678,10,98,0,0,0
" 22K",22,0,0,0,0,0,1,6,6,0,1,1,0,2,1,1,1,0,1,1,0,1,1,2,2,0,2,4,0,1,2,2,2,0,2,2,0,1,3,3,U,1,0,6,78,K,2,8,0,0,2,1,2,11,5,3,2,11,6,2,2,11,12,1,U,U,U,U,,,,,,,,,,,,,,,,,,,,,,,,,296,1,51.967615678,8,15,0,4,0
" 23F",23,0,0,0,0,0,1,6,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,1,1,1,1,0,6,78,F,2,8,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182,1,248.39634553,0,0,0,0,0
" 24H",24,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,1,1,1,1,0,0,78,H,1,8,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191,0,656.71142106,0,0,0,0,0
" 25A",25,0,0,0,0,0,6,6,6,6,6,6,0,5,1,1,1,1,1,1,0,1,1,2,1,2,2,1,0,1,2,2,2,2,2,2,0,1,3,0,1,0,1,98,78,A,1,8,0,0,2,2,1,11,16,3,1,11,13,3,3,21,8,3,3,11,6,3,1,11,14,3,1,21,13,3,1,98,19,3,1,21,14,2,3,21,7,2,1,12,13,2,U,1,62.339689712,5,1,0,2,0
" 26E",26,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,2,2,0,2,2,0,1,2,2,2,0,2,2,0,1,1,1,1,3,0,0,78,E,2,8,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263,0,185.2066665,0,0,0,1,0
" 27F",27,0,0,0,0,0,6,6,6,0,6,1,0,3,1,1,1,0,1,1,0,1,1,2,1,0,2,1,0,1,2,2,2,0,2,2,0,1,3,0,1,0,1,98,78,F,1,8,0,0,2,0,1,13,16,3,1,13,6,3,1,11,14,2,1,11,13,2,1,21,13,2,1,13,14,2,1,13,13,2,1,21,8,2,1,21,19,2,1,11,6,1,143,0,246.70657447,0,0,0,3,0
" 29J",29,0,0,0,0,0,1,6,1,1,1,1,0,1,1,1,1,1,1,1,0,3,1,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,3,1,1,1,0,6,78,J,1,8,0,2,2,2,2,11,6,2,2,11,2,2,2,11,5,2,2,11,16,1,2,12,3,1,,,,,,,,,,,,,,,,,,,,,16,1,51.710936215,5,5,0,2,1
" 29J",29,0,0,0,0,0,1,1,1,1,1,1,0,2,1,1,1,1,1,1,0,3,1,3,2,1,2,2,0,1,2,2,2,2,2,2,0,1,1,1,1,1,0,0,78,J,3,8,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,0,51.710936215,5,2,0,0,2
" 31F",31,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,1,1,1,1,0,0,78,F,1,8,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235,0,145.32031099,0,0,0,1,0
" 32G",32,0,0,0,0,0,6,1,6,1,1,1,0,1,1,1,1,1,1,1,0,1,1,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,1,1,1,1,0,11,78,G,1,8,0,1,2,1,3,21,8,2,1,21,19,2,1,21,13,2,1,22,13,1,1,21,14,1,1,22,19,1,,,,,,,,,,,,,,,,,5,0,267.19359906,0,0,0,3,2
" 33E",33,0,0,0,0,0,1,1,1,0,1,1,0,2,1,1,1,0,1,1,0,1,1,3,1,0,3,1,0,1,2,2,2,0,2,2,0,1,1,0,3,0,0,0,78,E,1,8,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183,0,64.314917751,0,0,0,2,0
" 33E",33,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,1,1,1,1,0,0,78,E,2,8,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,64.314917751,0,0,0,1,2
" 35G",35,0,0,0,0,0,1,1,1,1,1,1,0,2,1,1,1,1,1,1,0,1,1,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,1,1,1,1,0,0,78,G,2,8,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,157.51994736,0,0,0,3,2
" 36H",36,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,78,H,1,8,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,0,226.4984289,0,0,0,0,0
" 37J",37,0,0,0,0,0,1,6,1,0,6,1,0,2,1,1,1,0,1,1,0,3,1,2,1,0,2,1,0,1,2,2,2,0,2,2,0,1,3,0,1,0,0,6,78,J,1,8,0,0,2,2,2,11,2,5,2,11,1,5,2,11,6,5,2,11,10,4,2,11,18,4,2,11,5,4,2,11,15,4,2,12,3,3,2,12,5,3,2,12,15,3,83,1,51.710936215,5,13,0,2,0
" 38F",38,0,0,0,0,0,1,1,1,1,1,1,0,2,1,1,1,1,1,1,0,3,1,4,1,2,4,1,0,1,2,2,2,2,2,2,0,1,1,0,1,0,0,0,78,F,2,8,0,0,1,2,2,13,4,3,2,13,5,3,2,13,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233,1,128.42260041,0,0,0,0,0
" 41E",41,0,0,0,0,0,4,6,1,6,1,1,0,2,1,1,1,1,1,1,0,1,2,3,2,2,3,2,0,1,U,4,3,U,4,3,0,1,1,0,1,0,0,11,78,E,1,8,0,0,2,1,1,12,13,3,1,11,13,3,1,12,16,3,1,13,13,2,1,11,14,2,1,11,6,2,1,11,16,2,1,13,6,2,1,13,14,2,1,13,16,2,41,0,125.58534235,0,0,0,3,0
" 42E",42,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,1,1,1,1,0,0,78,E,1,8,0,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,0,125.58534235,0,0,0,2,8
" 42E",42,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,2,0,0,2,0,0,1,2,2,0,0,2,0,0,1,1,0,1,0,0,0,78,E,2,8,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165,0,125.58534235,0,0,0,0,0
" 43F",43,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,3,0,4,0,0,4,0,0,1,0,2,0,0,2,0,0,1,1,0,1,0,1,0,78,F,1,8,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,1,167.28733474,5,1,0,0,0
" 43F",43,0,0,0,0,0,1,6,6,1,1,1,0,2,1,1,1,1,1,1,0,1,1,4,2,1,4,2,0,1,2,2,2,2,2,2,0,1,3,3,1,1,0,6,78,F,2,8,0,0,2,1,3,21,7,4,3,11,11,4,3,21,11,3,3,11,14,2,3,11,18,2,3,21,14,2,3,21,18,2,3,11,6,1,,,,,,,,,307,0,167.28733474,0,0,0,2,0
" 45B",45,0,0,0,0,0,6,1,1,6,1,6,0,2,1,1,1,1,1,1,0,1,1,4,2,1,4,2,0,1,2,2,2,2,2,2,0,1,1,3,3,3,0,11,78,B,2,8,0,0,2,1,2,23,8,4,2,23,12,4,2,23,21,3,2,22,21,2,2,23,19,2,2,22,19,1,2,21,21,1,2,21,19,1,,,,,,,,,150,0,62.339689712,0,0,0,2,0
" 45B",45,0,0,0,0,0,4,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,2,2,0,2,2,0,1,2,2,2,0,2,2,0,1,1,0,1,0,3,7,78,B,3,8,0,0,1,1,2,23,26,2,2,22,26,1,2,21,26,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223,0,62.339689712,0,0,0,0,0
" 47K",47,0,0,0,0,0,1,1,1,0,1,1,0,2,1,1,1,0,1,1,0,3,1,2,2,0,2,2,0,1,2,2,2,0,2,2,0,1,1,1,1,1,0,0,78,K,1,8,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,1,51.967615678,9,12,0,1,0
" 48F",48,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,3,2,2,2,0,2,2,0,1,2,2,2,0,2,2,0,1,1,0,1,0,0,0,78,F,2,8,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,0,659.01071262,0,0,0,3,0
" 49B",49,0,0,2,0,0,4,6,0,6,6,0,0,4,1,1,0,1,1,0,0,1,U,4,0,U,4,0,0,1,2,2,0,2,2,0,0,1,3,0,2,0,0,98,78,B,1,8,0,0,1,0,1,11,16,3,1,11,13,3,1,11,6,2,1,11,14,2,1,11,7,2,1,11,19,1,1,13,6,1,1,13,14,1,1,12,16,1,1,12,19,1,286,0,62.339689712,6,9,0,0,0
" 51B",51,0,0,0,0,0,6,1,1,0,1,1,0,2,1,1,1,0,1,1,0,3,2,4,3,0,4,3,0,1,2,2,2,0,2,2,0,1,1,0,1,0,0,7,78,B,1,8,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,1,62.339689712,9,15,0,0,0
" 52E",52,0,0,0,0,0,6,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,2,3,0,2,2,0,1,2,2,2,0,2,2,0,1,1,3,1,3,0,7,78,E,2,8,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,0,119.2426483,0,0,0,1,8
" 53F",53,0,0,0,0,0,1,1,1,1,1,1,0,4,1,1,1,1,1,1,0,1,4,4,1,2,2,1,0,1,2,2,2,2,2,2,0,1,1,0,3,0,1,12,78,F,1,8,0,0,1,1,2,13,5,3,2,13,6,2,2,13,18,2,3,13,10,2,2,13,4,1,,,,,,,,,,,,,,,,,,,,,232,1,158.83847945,5,9,0,0,0
" 54H",54,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,1,0,1,1,1,0,78,H,1,8,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,0,419.93791551,0,0,0,3,0
" 55D",55,0,0,0,0,0,1,1,1,0,1,1,0,2,1,1,1,0,1,1,0,3,1,2,2,0,2,2,0,1,2,2,2,0,2,2,0,1,3,0,1,0,1,0,78,D,1,8,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,1,51.967615678,5,8,0,0,0
" 56E",56,0,0,0,0,0,1,1,1,1,6,1,0,2,1,1,1,1,1,1,0,1,1,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,1,1,3,1,0,6,78,E,1,8,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,0,230.87406372,0,0,0,2,1
" 58H",58,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,2,2,0,2,2,0,1,2,2,2,0,2,2,0,1,1,0,1,0,0,0,78,H,1,8,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,0,813.07128321,0,0,0,0,0
